ros_time_sec,ros_time_nsec,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,gripper_pos_f1,gripper_pos_f2,O_dP_EE_d_vx,O_dP_EE_d_vy,O_dP_EE_d_vz,O_dP_EE_d_wx,O_dP_EE_d_wy,O_dP_EE_d_wz,O_dP_EE_c_vx,O_dP_EE_c_vy,O_dP_EE_c_vz,O_dP_EE_c_wx,O_dP_EE_c_wy,O_dP_EE_c_wz
1764457652.000000000,946388721.000000000,0.413620087,0.373131035,0.201027858,0.996848537,-0.018853844,0.061401199,0.046503804,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457652.000000000,947889089.000000000,0.413618983,0.373131316,0.201026606,0.996848536,-0.018852203,0.061401455,0.046504159,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457652.000000000,949026346.000000000,0.413621481,0.373130833,0.201027593,0.996848566,-0.018851558,0.061401907,0.046503190,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457652.000000000,950704813.000000000,0.413619955,0.373131453,0.201027436,0.996848568,-0.018854206,0.061400933,0.046503346,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457652.000000000,952981948.000000000,0.413617168,0.373132408,0.201025881,0.996848708,-0.018849815,0.061399515,0.046504005,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457652.000000000,954137086.000000000,0.413618435,0.373132306,0.201027793,0.996848601,-0.018850141,0.061400891,0.046504346,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457652.000000000,955310344.000000000,0.413618485,0.373132513,0.201025962,0.996848816,-0.018851398,0.061398764,0.046502044,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457652.000000000,957083463.000000000,0.413619723,0.373131159,0.201027052,0.996848496,-0.018852708,0.061402247,0.046503765,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457652.000000000,958836317.000000000,0.413618221,0.373132874,0.201026163,0.996848636,-0.018851205,0.061401076,0.046502913,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457652.000000000,959810018.000000000,0.413618167,0.373135067,0.201028831,0.996848589,-0.018846791,0.061403477,0.046502544,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
