ros_time_sec,ros_time_nsec,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,gripper_pos_f1,gripper_pos_f2,O_dP_EE_d_vx,O_dP_EE_d_vy,O_dP_EE_d_vz,O_dP_EE_d_wx,O_dP_EE_d_wy,O_dP_EE_d_wz,O_dP_EE_c_vx,O_dP_EE_c_vy,O_dP_EE_c_vz,O_dP_EE_c_wx,O_dP_EE_c_wy,O_dP_EE_c_wz
1764457763.000000000,506043434.000000000,0.490457892,0.244206630,0.189397045,0.999228009,-0.020200251,0.029406145,0.016303352,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457763.000000000,507209777.000000000,0.490457718,0.244204512,0.189396376,0.999227954,-0.020202805,0.029405574,0.016304562,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457763.000000000,508899688.000000000,0.490457729,0.244204046,0.189396802,0.999227922,-0.020201902,0.029406994,0.016305095,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457763.000000000,512653827.000000000,0.490457290,0.244202344,0.189395596,0.999227896,-0.020204757,0.029405451,0.016305971,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457763.000000000,514014959.000000000,0.490457414,0.244204522,0.189396450,0.999227958,-0.020201981,0.029405790,0.016304999,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457763.000000000,515854597.000000000,0.490459912,0.244205814,0.189398734,0.999227879,-0.020204518,0.029408003,0.016302664,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457763.000000000,517016649.000000000,0.490458869,0.244204781,0.189398000,0.999227899,-0.020203236,0.029407375,0.016304198,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457763.000000000,518711328.000000000,0.490459860,0.244202913,0.189397529,0.999227897,-0.020204934,0.029406613,0.016303543,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457763.000000000,521037817.000000000,0.490458089,0.244204923,0.189397722,0.999227879,-0.020204316,0.029407199,0.016304405,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457763.000000000,522630929.000000000,0.490461129,0.244204653,0.189401052,0.999227769,-0.020204376,0.029410847,0.016304439,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
