x,y,z,vx,vy,vz,Kx,Ky,Kz
5.425483260000000252e-01,3.166218860000000190e-01,1.482427550000000038e-01,-8.748000000000000134e-04,-3.534000000000000249e-04,-7.548000000000000239e-04,3.000000000000000000e+02,3.000000000000000000e+02,3.000000000000000000e+02
5.425468679999999599e-01,3.166212970000000237e-01,1.482414969999999999e-01,-3.869999999999999878e-05,-8.666999999999999791e-04,-1.949999999999999965e-04,3.498939577242084624e+02,3.234616867492318306e+02,3.618958999460456312e+02
5.425481970000000098e-01,3.166189970000000131e-01,1.482421050000000129e-01,5.084999999999999460e-04,3.000000000000000076e-05,5.282999999999999936e-04,3.498939577242084624e+02,3.234616867492318306e+02,3.618958999460456312e+02
5.425485629999999837e-01,3.166213970000000266e-01,1.482432579999999889e-01,5.714999999999999594e-04,4.097999999999999863e-04,5.052000000000000284e-04,3.498939577242084624e+02,3.234616867492318306e+02,3.618958999460456312e+02
5.425501019999999786e-01,3.166203630000000158e-01,1.482437889999999869e-01,1.079999999999999993e-05,9.870000000000000030e-05,-1.077000000000000022e-04,3.498939577242084624e+02,3.234616867492318306e+02,3.618958999460456312e+02
5.425485989999999648e-01,3.166217259999999922e-01,1.482428990000000113e-01,-4.086000000000000114e-04,4.679999999999999915e-05,-3.927000000000000044e-04,3.498939577242084624e+02,3.234616867492318306e+02,3.618958999460456312e+02
5.425487399999999738e-01,3.166205189999999892e-01,1.482424800000000098e-01,6.420000000000000197e-05,6.507000000000000414e-04,9.072000000000000420e-04,3.498939577242084624e+02,3.234616867492318306e+02,3.618958999460456312e+02
5.425488130000000186e-01,3.166238949999999885e-01,1.482459230000000017e-01,8.157000000000000405e-04,5.100000000000000299e-06,1.488299999999999909e-03,3.498939577242084624e+02,3.234616867492318306e+02,3.618958999460456312e+02
5.425514590000000137e-01,3.166205360000000080e-01,1.482474410000000076e-01,-4.404000000000000254e-04,4.199999999999999768e-05,-4.319999999999999838e-04,3.498939577242084624e+02,3.234616867492318306e+02,3.618958999460456312e+02
5.425473450000000142e-01,3.166240350000000259e-01,1.482444830000000102e-01,-7.037999999999999768e-04,2.946000000000000051e-04,-7.674000000000000049e-04,3.498939577242084624e+02,3.234616867492318306e+02,3.618958999460456312e+02
5.425491129999999718e-01,3.166215179999999907e-01,1.482448829999999940e-01,-2.168999999999999867e-04,-2.162999999999999992e-04,-4.562999999999999782e-04,3.498939577242084624e+02,3.234616867492318306e+02,3.618958999460456312e+02
5.425466220000000339e-01,3.166233139999999890e-01,1.482429620000000059e-01,8.409000000000000025e-04,-7.542000000000000093e-04,5.628000000000000190e-04,3.498939577242084624e+02,3.234616867492318306e+02,3.618958999460456312e+02
