x,y,z,vx,vy,vz,Kx,Ky,Kz
5.410746920000000237e-01,3.043824880000000066e-01,1.522351690000000035e-01,-3.023999999999999778e-04,1.085999999999999970e-04,7.110000000000000434e-04,3.000000000000000000e+02,3.000000000000000000e+02,3.000000000000000000e+02
5.410741879999999560e-01,3.043826689999999946e-01,1.522363539999999904e-01,3.867000000000000211e-04,-8.781000000000000394e-04,1.235999999999999957e-04,3.498938878035746711e+02,3.234616152216495379e+02,3.618958307550693121e+02
5.410759809999999836e-01,3.043795610000000207e-01,1.522355810000000087e-01,-1.095000000000000053e-04,5.117999999999999720e-04,-1.620000000000000075e-05,3.498938878035746711e+02,3.234616152216495379e+02,3.618958307550693121e+02
5.410738229999999538e-01,3.043843749999999848e-01,1.522362999999999911e-01,-5.069999999999999637e-04,1.036800000000000048e-03,-1.559999999999999972e-04,3.498938878035746711e+02,3.234616152216495379e+02,3.618958307550693121e+02
5.410742910000000405e-01,3.043830169999999780e-01,1.522350610000000048e-01,5.967000000000000299e-04,-6.474000000000000154e-04,7.830000000000000588e-05,3.498938878035746711e+02,3.234616152216495379e+02,3.618958307550693121e+02
5.410758119999999893e-01,3.043822170000000105e-01,1.522365609999999925e-01,-2.244000000000000064e-04,-2.640000000000000135e-05,-2.399999999999999891e-06,3.498938878035746711e+02,3.234616152216495379e+02,3.618958307550693121e+02
5.410735429999999901e-01,3.043829290000000243e-01,1.522350530000000091e-01,-5.295000000000000227e-04,6.461999999999999862e-04,3.941999999999999866e-04,3.498938878035746711e+02,3.234616152216495379e+02,3.618958307550693121e+02
5.410740469999999469e-01,3.043843709999999869e-01,1.522378749999999947e-01,7.665000000000000372e-04,-8.486999999999999753e-04,5.450999999999999682e-04,3.498938878035746711e+02,3.234616152216495379e+02,3.618958307550693121e+02
5.410760980000000053e-01,3.043800999999999868e-01,1.522368699999999964e-01,6.327000000000000375e-04,-6.683999999999999837e-04,-1.377000000000000131e-04,3.498938878035746711e+02,3.234616152216495379e+02,3.618958307550693121e+02
5.410761560000000303e-01,3.043821429999999939e-01,1.522374159999999865e-01,1.799999999999999919e-06,5.852999999999999696e-04,-1.710000000000000094e-04,3.498938878035746711e+02,3.234616152216495379e+02,3.618958307550693121e+02
5.410761039999999467e-01,3.043820509999999868e-01,1.522362999999999911e-01,4.427999999999999753e-04,4.055999999999999927e-04,5.814000000000000374e-04,3.498938878035746711e+02,3.234616152216495379e+02,3.618958307550693121e+02
