ros_time_sec,ros_time_nsec,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,gripper_pos_f1,gripper_pos_f2,O_dP_EE_d_vx,O_dP_EE_d_vy,O_dP_EE_d_vz,O_dP_EE_d_wx,O_dP_EE_d_wy,O_dP_EE_d_wz,O_dP_EE_c_vx,O_dP_EE_c_vy,O_dP_EE_c_vz,O_dP_EE_c_wx,O_dP_EE_c_wy,O_dP_EE_c_wz
1764457855.000000000,51379680.000000000,0.386117026,0.343725045,0.181977130,0.996050081,-0.004219806,0.087916646,0.011501262,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457855.000000000,52462577.000000000,0.386116598,0.343726047,0.181977729,0.996050057,-0.004220448,0.087916898,0.011501176,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457855.000000000,54808855.000000000,0.386115954,0.343724854,0.181976030,0.996050281,-0.004223781,0.087914217,0.011501097,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457855.000000000,55348396.000000000,0.386116487,0.343726417,0.181978255,0.996050066,-0.004220996,0.087916888,0.011500275,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457855.000000000,56471824.000000000,0.386116288,0.343724595,0.181976907,0.996050175,-0.004218717,0.087915519,0.011502190,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457855.000000000,57467699.000000000,0.386114282,0.343728613,0.181977660,0.996050036,-0.004218807,0.087917223,0.011501095,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457855.000000000,59286355.000000000,0.386116461,0.343726208,0.181977540,0.996050096,-0.004220674,0.087916491,0.011500813,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457855.000000000,60450792.000000000,0.386117525,0.343725073,0.181977613,0.996050116,-0.004223385,0.087916193,0.011500409,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457855.000000000,63677787.000000000,0.386114736,0.343727290,0.181976872,0.996050187,-0.004220002,0.087915521,0.011500633,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457855.000000000,64657211.000000000,0.386117061,0.343727087,0.181978353,0.996050062,-0.004219081,0.087917061,0.011500028,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457855.000000000,66401243.000000000,0.386115922,0.343725840,0.181976626,0.996050207,-0.004219634,0.087915251,0.011501111,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457855.000000000,67820549.000000000,0.386114729,0.343726493,0.181975626,0.996050335,-0.004219309,0.087913843,0.011500850,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457855.000000000,69804906.000000000,0.386115838,0.343726399,0.181977648,0.996050058,-0.004219185,0.087916930,0.011501361,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457855.000000000,70363044.000000000,0.386115719,0.343726644,0.181977238,0.996050121,-0.004218824,0.087916290,0.011500865,0.000001313,0.000001313,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457855.000000000,72649002.000000000,0.386116804,0.343726486,0.181978055,0.996050037,-0.004221315,0.087917198,0.011500335,0.000001313,0.000001313,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457855.000000000,73776483.000000000,0.386115962,0.343725080,0.181975652,0.996050124,-0.004219436,0.087916148,0.011501455,0.000001313,0.000001313,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457855.000000000,74337244.000000000,0.386117015,0.343726587,0.181978029,0.996049984,-0.004221479,0.087917858,0.011499764,0.000001313,0.000001313,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457855.000000000,76568365.000000000,0.386114584,0.343724421,0.181974933,0.996050351,-0.004221529,0.087913388,0.011502142,0.000001313,0.000001313,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457855.000000000,78269720.000000000,0.386117723,0.343724634,0.181977438,0.996050068,-0.004222672,0.087916694,0.011500970,0.000001313,0.000001313,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457855.000000000,79332113.000000000,0.386115035,0.343725500,0.181976428,0.996050155,-0.004219879,0.087915690,0.011502110,0.000001313,0.000001313,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457855.000000000,81662654.000000000,0.386114704,0.343725510,0.181975498,0.996050232,-0.004221122,0.087914770,0.011502057,0.000001313,0.000001313,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457855.000000000,82775115.000000000,0.386115209,0.343726960,0.181976917,0.996050235,-0.004220077,0.087914995,0.011500477,0.000001313,0.000001313,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457855.000000000,84487676.000000000,0.386115745,0.343725366,0.181976394,0.996050180,-0.004219522,0.087915511,0.011501452,0.000001313,0.000001313,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457855.000000000,86137056.000000000,0.386115147,0.343722515,0.181974482,0.996050276,-0.004220205,0.087914063,0.011503998,0.000001313,0.000001313,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
