ros_time_sec,ros_time_nsec,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,gripper_pos_f1,gripper_pos_f2,O_dP_EE_d_vx,O_dP_EE_d_vy,O_dP_EE_d_vz,O_dP_EE_d_wx,O_dP_EE_d_wy,O_dP_EE_d_wz,O_dP_EE_c_vx,O_dP_EE_c_vy,O_dP_EE_c_vz,O_dP_EE_c_wx,O_dP_EE_c_wy,O_dP_EE_c_wz
1764457613.000000000,698722124.000000000,0.394466737,0.395412547,0.205421563,0.999314734,-0.030203482,0.019778736,0.007861041,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457613.000000000,700497627.000000000,0.394466908,0.395416035,0.205424096,0.999314772,-0.030201079,0.019781535,0.007858431,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457613.000000000,702712297.000000000,0.394466222,0.395417432,0.205424741,0.999314765,-0.030200973,0.019782102,0.007858295,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457613.000000000,704337835.000000000,0.394467065,0.395415125,0.205423805,0.999314757,-0.030202065,0.019780588,0.007858897,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457613.000000000,705470323.000000000,0.394465798,0.395416582,0.205423406,0.999314798,-0.030201323,0.019779916,0.007858224,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457613.000000000,706593990.000000000,0.394464055,0.395418979,0.205423721,0.999314983,-0.030195822,0.019779294,0.007857418,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457613.000000000,707810878.000000000,0.394465713,0.395418514,0.205425316,0.999314828,-0.030198589,0.019782794,0.007857706,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457613.000000000,709487438.000000000,0.394465971,0.395418123,0.205423871,0.999314828,-0.030200340,0.019780460,0.007856806,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457613.000000000,710608720.000000000,0.394467677,0.395415928,0.205425100,0.999314712,-0.030202362,0.019782532,0.007858575,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457613.000000000,712354421.000000000,0.394465617,0.395414397,0.205421906,0.999314731,-0.030204200,0.019778146,0.007860166,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457613.000000000,714617490.000000000,0.394466458,0.395417776,0.205424680,0.999314798,-0.030200185,0.019781977,0.007857418,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457613.000000000,715804576.000000000,0.394467168,0.395415543,0.205423936,0.999314750,-0.030201908,0.019781272,0.007858646,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457613.000000000,717561483.000000000,0.394465469,0.395415942,0.205422283,0.999314800,-0.030201822,0.019778919,0.007858596,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457613.000000000,719978809.000000000,0.394467579,0.395417773,0.205424773,0.999314759,-0.030202013,0.019781540,0.007856407,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457613.000000000,721271514.000000000,0.394467254,0.395418308,0.205425427,0.999314865,-0.030197951,0.019782374,0.007856460,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457613.000000000,722844600.000000000,0.394467572,0.395413783,0.205422563,0.999314689,-0.030204914,0.019779581,0.007859145,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457613.000000000,723394870.000000000,0.394465626,0.395414561,0.205421761,0.999314800,-0.030201460,0.019778972,0.007859774,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457613.000000000,725649595.000000000,0.394465657,0.395417363,0.205423351,0.999314745,-0.030203734,0.019779211,0.007857508,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457613.000000000,727327346.000000000,0.394466638,0.395418179,0.205425104,0.999314818,-0.030200018,0.019781458,0.007856883,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1764457613.000000000,729585409.000000000,0.394467628,0.395413625,0.205423162,0.999314729,-0.030203100,0.019779924,0.007860119,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
