ros_time_sec,ros_time_nsec,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,O_dP_EE_d_vx,O_dP_EE_d_vy,O_dP_EE_d_vz,O_dP_EE_d_wx,O_dP_EE_d_wy,O_dP_EE_d_wz,O_dP_EE_c_vx,O_dP_EE_c_vy,O_dP_EE_c_vz,O_dP_EE_c_wx,O_dP_EE_c_wy,O_dP_EE_c_wz
1762365672.000000000,672851085.000000000,0.523109201,0.322289032,0.225412537,0.992692074,0.000812063,0.118812677,0.020988577,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365672.000000000,675106763.000000000,0.523107686,0.322291587,0.225412654,0.992692128,0.000813117,0.118812716,0.020985800,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365672.000000000,676326036.000000000,0.523107194,0.322291198,0.225411484,0.992692285,0.000814786,0.118811160,0.020987121,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365672.000000000,676709413.000000000,0.523108552,0.322288223,0.225411058,0.992692467,0.000810957,0.118809609,0.020987436,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365672.000000000,677837848.000000000,0.523107074,0.322290218,0.225411730,0.992692252,0.000813515,0.118811303,0.020987882,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365672.000000000,679831743.000000000,0.523108134,0.322288557,0.225411752,0.992692160,0.000811277,0.118811923,0.020988850,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365672.000000000,682566881.000000000,0.523108084,0.322290689,0.225411589,0.992692204,0.000814590,0.118811977,0.020986321,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365672.000000000,682673454.000000000,0.523108727,0.322289495,0.225413175,0.992691992,0.000811948,0.118813502,0.020987821,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365672.000000000,685122251.000000000,0.523107670,0.322292636,0.225413146,0.992692042,0.000813564,0.118813616,0.020984742,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365672.000000000,686858177.000000000,0.523107924,0.322289668,0.225411748,0.992692151,0.000814805,0.118812149,0.020987858,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365672.000000000,688024282.000000000,0.523108514,0.322288739,0.225410154,0.992692356,0.000811430,0.118810449,0.020987886,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365672.000000000,689103603.000000000,0.523107966,0.322288836,0.225410431,0.992692319,0.000810855,0.118810773,0.020987847,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365672.000000000,691568851.000000000,0.523106986,0.322290832,0.225410946,0.992692300,0.000811978,0.118811120,0.020986715,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365672.000000000,693194866.000000000,0.523107803,0.322289166,0.225410230,0.992692553,0.000811006,0.118808935,0.020987189,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365672.000000000,694969177.000000000,0.523106582,0.322289770,0.225410606,0.992692363,0.000812567,0.118810337,0.020988140,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365672.000000000,696073532.000000000,0.523107255,0.322289098,0.225409472,0.992692506,0.000811682,0.118809154,0.020988142,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365672.000000000,698486804.000000000,0.523109155,0.322290467,0.225413398,0.992692015,0.000812097,0.118813609,0.020986103,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365672.000000000,700130224.000000000,0.523107697,0.322291063,0.225413214,0.992692060,0.000812157,0.118813079,0.020986963,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365672.000000000,701136827.000000000,0.523106813,0.322288917,0.225409173,0.992692521,0.000812058,0.118809011,0.020988199,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
