ros_time_sec,ros_time_nsec,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,O_dP_EE_d_vx,O_dP_EE_d_vy,O_dP_EE_d_vz,O_dP_EE_d_wx,O_dP_EE_d_wy,O_dP_EE_d_wz,O_dP_EE_c_vx,O_dP_EE_c_vy,O_dP_EE_c_vz,O_dP_EE_c_wx,O_dP_EE_c_wy,O_dP_EE_c_wz
1762365507.000000000,396027326.000000000,0.542548326,0.316621886,0.148242755,0.995976252,-0.059192337,0.061775686,0.026580187,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365507.000000000,397848844.000000000,0.542546868,0.316621297,0.148241497,0.995976277,-0.059193708,0.061773922,0.026580325,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365507.000000000,398873090.000000000,0.542548197,0.316618997,0.148242105,0.995976057,-0.059195832,0.061774899,0.026581550,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365507.000000000,400694370.000000000,0.542548563,0.316621397,0.148243258,0.995976359,-0.059191906,0.061774790,0.026579220,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365507.000000000,402034997.000000000,0.542550102,0.316620363,0.148243789,0.995976109,-0.059194847,0.061775960,0.026579312,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365507.000000000,403747558.000000000,0.542548599,0.316621726,0.148242899,0.995976084,-0.059195476,0.061775748,0.026579357,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365507.000000000,404924631.000000000,0.542548740,0.316620519,0.148242480,0.995976109,-0.059195092,0.061775117,0.026580762,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365507.000000000,406314611.000000000,0.542548813,0.316623895,0.148245923,0.995976188,-0.059191248,0.061778227,0.026579100,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365507.000000000,407898902.000000000,0.542551459,0.316620536,0.148247441,0.995975724,-0.059197132,0.061780091,0.026579066,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365507.000000000,409610986.000000000,0.542547345,0.316624035,0.148244483,0.995976366,-0.059191157,0.061775620,0.026578726,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
