ros_time_sec,ros_time_nsec,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,O_dP_EE_d_vx,O_dP_EE_d_vy,O_dP_EE_d_vz,O_dP_EE_d_wx,O_dP_EE_d_wy,O_dP_EE_d_wz,O_dP_EE_c_vx,O_dP_EE_c_vy,O_dP_EE_c_vz,O_dP_EE_c_wx,O_dP_EE_c_wy,O_dP_EE_c_wz
1762365562.000000000,807441473.000000000,0.549371839,0.298924780,0.148728295,0.997957910,0.005935409,0.061647071,0.015479197,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,811612844.000000000,0.549369808,0.298928728,0.148729948,0.997957766,0.005939438,0.061648970,0.015479398,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,812627553.000000000,0.549371130,0.298927914,0.148730800,0.997957779,0.005937514,0.061649170,0.015478522,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,814509868.000000000,0.549369941,0.298927407,0.148728201,0.997957908,0.005936750,0.061647020,0.015479042,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,815796375.000000000,0.549371633,0.298925765,0.148730002,0.997957798,0.005933538,0.061649000,0.015479479,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,817358016.000000000,0.549371851,0.298927033,0.148730397,0.997957792,0.005935489,0.061649154,0.015478476,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,818606853.000000000,0.549369671,0.298930098,0.148730116,0.997957796,0.005939519,0.061648886,0.015477732,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,820205450.000000000,0.549368620,0.298926301,0.148725630,0.997958047,0.005935734,0.061644655,0.015479904,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,822627067.000000000,0.549371849,0.298927449,0.148731211,0.997957720,0.005938701,0.061649964,0.015478690,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,824245452.000000000,0.549371455,0.298928058,0.148730452,0.997957761,0.005939232,0.061649348,0.015478292,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,825559377.000000000,0.549371275,0.298927119,0.148728068,0.997957907,0.005936395,0.061647322,0.015478053,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,826723575.000000000,0.549368648,0.298928367,0.148727232,0.997957947,0.005937687,0.061646233,0.015479310,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,828694343.000000000,0.549372541,0.298926971,0.148730450,0.997957772,0.005934843,0.061649599,0.015478270,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,830396890.000000000,0.549368964,0.298928030,0.148726496,0.997958037,0.005938266,0.061645110,0.015477718,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,831626176.000000000,0.549371561,0.298927980,0.148731180,0.997957790,0.005935627,0.061649352,0.015477792,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,833269357.000000000,0.549370634,0.298927808,0.148730252,0.997957748,0.005938443,0.061649426,0.015479105,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,835505008.000000000,0.549370679,0.298927962,0.148730438,0.997957807,0.005935234,0.061648976,0.015478300,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,837574720.000000000,0.549369880,0.298926887,0.148727034,0.997958061,0.005934945,0.061644926,0.015478206,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,838812351.000000000,0.549371314,0.298926572,0.148728508,0.997957878,0.005937419,0.061647384,0.015479249,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,840780735.000000000,0.549368866,0.298929768,0.148728662,0.997957884,0.005939398,0.061647298,0.015478467,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,843823909.000000000,0.549372498,0.298926283,0.148729796,0.997957773,0.005934429,0.061649396,0.015479184,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,844434976.000000000,0.549371909,0.298925173,0.148729536,0.997957770,0.005936641,0.061648984,0.015480153,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,845551013.000000000,0.549370227,0.298927116,0.148729507,0.997957823,0.005936265,0.061648325,0.015479508,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,848502635.000000000,0.549370105,0.298926077,0.148728265,0.997957796,0.005938238,0.061648089,0.015481440,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,850314378.000000000,0.549368705,0.298927284,0.148727092,0.997957940,0.005938735,0.061646172,0.015479580,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,851514101.000000000,0.549371886,0.298925718,0.148729055,0.997957822,0.005933162,0.061648602,0.015479644,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,853367090.000000000,0.549370802,0.298927133,0.148728962,0.997957838,0.005936803,0.061648224,0.015478712,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,855572938.000000000,0.549369462,0.298929473,0.148730642,0.997957803,0.005938583,0.061648683,0.015478484,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,857295989.000000000,0.549368510,0.298925708,0.148724820,0.997958124,0.005933732,0.061643615,0.015479842,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,858532667.000000000,0.549372100,0.298925625,0.148729478,0.997957747,0.005934841,0.061649451,0.015480463,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,860342264.000000000,0.549370625,0.298926457,0.148728056,0.997957870,0.005938566,0.061647289,0.015479711,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,862687349.000000000,0.549370901,0.298928763,0.148730726,0.997957762,0.005936643,0.061649698,0.015477847,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,864233732.000000000,0.549370430,0.298928646,0.148730421,0.997957747,0.005937752,0.061649566,0.015478876,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,866553783.000000000,0.549369952,0.298927449,0.148729175,0.997957790,0.005939618,0.061648495,0.015479644,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,868266582.000000000,0.549370690,0.298926783,0.148728948,0.997957849,0.005937703,0.061647913,0.015478882,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,870621919.000000000,0.549372153,0.298927079,0.148730896,0.997957726,0.005935302,0.061650236,0.015478510,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,872296810.000000000,0.549371636,0.298926911,0.148729995,0.997957813,0.005935061,0.061648723,0.015479029,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,873450040.000000000,0.549369404,0.298926787,0.148727844,0.997957899,0.005938138,0.061646873,0.015479685,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,875291109.000000000,0.549370765,0.298930522,0.148730666,0.997957768,0.005938588,0.061649506,0.015477460,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,876492500.000000000,0.549369950,0.298929275,0.148729899,0.997957816,0.005936963,0.061648737,0.015478053,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,878287553.000000000,0.549372573,0.298927217,0.148731053,0.997957774,0.005932236,0.061649896,0.015477936,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,879151105.000000000,0.549368957,0.298926503,0.148728094,0.997957827,0.005940170,0.061647562,0.015480777,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,881471157.000000000,0.549371063,0.298927881,0.148729976,0.997957796,0.005936601,0.061648991,0.015478476,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,883136749.000000000,0.549371227,0.298927333,0.148730209,0.997957785,0.005935658,0.061649363,0.015478078,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,885562419.000000000,0.549370497,0.298927069,0.148728287,0.997957886,0.005936699,0.061647417,0.015478887,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,887362241.000000000,0.549371873,0.298926934,0.148730092,0.997957745,0.005936225,0.061649633,0.015479329,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,888474225.000000000,0.549371398,0.298927936,0.148730415,0.997957776,0.005935836,0.061649377,0.015478524,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,890267610.000000000,0.549370842,0.298926938,0.148729457,0.997957803,0.005937618,0.061648629,0.015479035,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,892821788.000000000,0.549371378,0.298926684,0.148730107,0.997957775,0.005934969,0.061649312,0.015479182,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,894633769.000000000,0.549369013,0.298928577,0.148728165,0.997957943,0.005937546,0.061646574,0.015478254,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,896241664.000000000,0.549369303,0.298926590,0.148727348,0.997957914,0.005938720,0.061646579,0.015479643,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,897322654.000000000,0.549369070,0.298927214,0.148727813,0.997957902,0.005937908,0.061646687,0.015480308,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1762365562.000000000,900075197.000000000,0.549372361,0.298925005,0.148728509,0.997957863,0.005933633,0.061648024,0.015479127,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
