ros_time_sec,ros_time_nsec,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,gripper_pos_f1,gripper_pos_f2,O_dP_EE_d_vx,O_dP_EE_d_vy,O_dP_EE_d_vz,O_dP_EE_d_wx,O_dP_EE_d_wy,O_dP_EE_d_wz,O_dP_EE_c_vx,O_dP_EE_c_vy,O_dP_EE_c_vz,O_dP_EE_c_wx,O_dP_EE_c_wy,O_dP_EE_c_wz
1763047531.000000000,625572204.000000000,0.613983237,0.223944964,0.197412564,0.999823416,-0.017012989,0.004279773,0.006368926,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1763047531.000000000,627184152.000000000,0.613982604,0.223946661,0.197410361,0.999823418,-0.017013629,0.004279404,0.006367129,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1763047531.000000000,628287553.000000000,0.613983198,0.223945695,0.197413378,0.999823413,-0.017013360,0.004281063,0.006367609,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1763047531.000000000,629422426.000000000,0.613981993,0.223944752,0.197409758,0.999823423,-0.017013317,0.004278289,0.006367928,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1763047531.000000000,631131649.000000000,0.613984142,0.223943434,0.197414614,0.999823358,-0.017015658,0.004282360,0.006369202,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1763047531.000000000,632249116.000000000,0.613983736,0.223945944,0.197414218,0.999823430,-0.017011832,0.004282840,0.006367788,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1763047531.000000000,633965730.000000000,0.613981570,0.223945922,0.197409765,0.999823440,-0.017012361,0.004278301,0.006367913,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1763047531.000000000,636183738.000000000,0.613983379,0.223944963,0.197412224,0.999823425,-0.017012549,0.004279859,0.006368612,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1763047531.000000000,638434886.000000000,0.613982436,0.223943301,0.197409232,0.999823353,-0.017017159,0.004278262,0.006368701,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1763047531.000000000,640124559.000000000,0.613982495,0.223944234,0.197411914,0.999823381,-0.017015209,0.004279370,0.006368842,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1763047531.000000000,642375946.000000000,0.613982875,0.223946778,0.197413030,0.999823374,-0.017015523,0.004281337,0.006367791,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1763047531.000000000,644165992.000000000,0.613983357,0.223945026,0.197411769,0.999823407,-0.017013631,0.004280898,0.006367981,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1763047531.000000000,645167827.000000000,0.613982511,0.223945832,0.197411478,0.999823406,-0.017013838,0.004280204,0.006367979,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1763047531.000000000,646319389.000000000,0.613982595,0.223944827,0.197411552,0.999823431,-0.017011929,0.004280710,0.006368812,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1763047531.000000000,648033142.000000000,0.613983244,0.223943334,0.197411182,0.999823389,-0.017014193,0.004280953,0.006369242,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1763047531.000000000,650241613.000000000,0.613983459,0.223944650,0.197411872,0.999823428,-0.017012351,0.004280601,0.006368227,nan,nan,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
