time,Fx,Fy,Fz,Tx,Ty,Tz
1.763057309238826513e+09,-5.177941592884772737e-01,7.300625493796240872e-02,-1.455095845898291662e+00,-3.574136041965645383e-01,1.823955837143091119e-01,1.669104886241096763e-01
1.763057309241817713e+09,-5.224394171245472229e-01,7.409996540541807786e-02,-1.448566961670167741e+00,-3.578868438736210189e-01,1.836666537357345974e-01,1.678044070651105169e-01
1.763057309244809866e+09,-5.265061560175050559e-01,7.334853443350342062e-02,-1.453592336230403292e+00,-3.588675154739626727e-01,1.846650939225906729e-01,1.688582319229942341e-01
1.763057309248836756e+09,-5.277667077600920464e-01,7.266803432456690748e-02,-1.458892237441015372e+00,-3.598617990931299859e-01,1.850849502866276364e-01,1.701111305723902456e-01
1.763057309253835678e+09,-4.942474920248283166e-01,7.201665442543907225e-02,-1.556568159595530965e+00,-3.607632458579929646e-01,1.762598549984056018e-01,1.707897799234789626e-01
1.763057309255804300e+09,-4.624860493590770560e-01,9.328014170818928197e-02,-1.530650455982480063e+00,-3.565439146114822710e-01,1.713922460455415409e-01,1.702673933677105456e-01
1.763057309259828091e+09,-4.361312268142970017e-01,9.094201943139017252e-02,-1.413979183110713800e+00,-3.549571982605742027e-01,1.696063462864655369e-01,1.691483628078878643e-01
1.763057309263806343e+09,-4.600357528909641558e-01,8.151558966501926129e-02,-1.435544357986037411e+00,-3.566106303744694395e-01,1.718427819571654025e-01,1.686000069262062750e-01
1.763057309269792795e+09,-4.153359004730054482e-01,1.616846404313851959e-01,-1.636750552811628845e+00,-3.455613746166819600e-01,1.577283277896908420e-01,1.687186854328123764e-01
1.763057309271883726e+09,-4.163543532182180096e-01,2.000600305467498397e-01,-1.649263730465515998e+00,-3.392240230412395530e-01,1.577338954353785239e-01,1.689517093572496520e-01
1.763057309276787281e+09,-5.219318111381896497e-01,2.629817540898906486e-02,-1.561769752692547586e+00,-3.683160722991440372e-01,1.776449401164630071e-01,1.722712057264347840e-01
1.763057309278798580e+09,-4.882361353075282406e-01,-6.965793094875388433e-03,-1.425075166743012822e+00,-3.718077100495089105e-01,1.754434637860806390e-01,1.727710119218758833e-01
1.763057309282809258e+09,-3.927491920903602440e-01,-6.200820104210506833e-02,-1.263293812285214646e+00,-3.765239916787754826e-01,1.615236132668925462e-01,1.725279596613512323e-01
1.763057309285837650e+09,-3.415115883522705231e-01,-7.151649389989357154e-03,-1.116899136979804918e+00,-3.635995218096220172e-01,1.545848279833967054e-01,1.703943809421744060e-01
1.763057309291801214e+09,-4.896518613256983232e-01,2.068269277577200471e-01,-1.130728525201639689e+00,-3.252987791066304091e-01,1.754025607912916840e-01,1.671088335726396423e-01
1.763057309295794964e+09,-5.691993061190601111e-01,2.703744893012256512e-01,-1.262250462134572038e+00,-3.150555381762103480e-01,1.811177183915563538e-01,1.670572835345776885e-01
1.763057309300785303e+09,-6.110324347408823131e-01,2.796637939548563545e-01,-1.310102365568087235e+00,-3.126087266901825812e-01,1.815272707984684486e-01,1.682971417486153753e-01
1.763057309304792404e+09,-5.988467365026871603e-01,2.381250282587789868e-01,-1.370849404545066097e+00,-3.199021387658047000e-01,1.748484810145942148e-01,1.721080999901190289e-01
1.763057309307829380e+09,-6.029429851198968571e-01,2.241723555943282153e-01,-1.387002194761162821e+00,-3.241364127896843028e-01,1.747536665894258434e-01,1.758632232987454580e-01
1.763057309310897350e+09,-6.398591327771409043e-01,1.954933462900954044e-01,-1.423854853238288420e+00,-3.317038181751796877e-01,1.799017369705723235e-01,1.804805241117842796e-01
1.763057309314825296e+09,-6.985413152091569655e-01,2.281130118974962484e-01,-1.477671455905992248e+00,-3.292779649024267230e-01,1.867063804084947432e-01,1.866125687708420355e-01
