time,Fx,Fy,Fz,Tx,Ty,Tz
1.763057568245107651e+09,5.879023070727449479e-02,-3.823788754111076549e-02,-1.162980242988259638e+00,-3.955756506929498095e-01,2.446638143353828398e-01,1.268716457859088986e-01
1.763057568246109724e+09,5.811426833968114797e-02,-3.854726411712636885e-02,-1.169300087005177957e+00,-3.958064578549478352e-01,2.444132737033544167e-01,1.264241617837516263e-01
1.763057568248116732e+09,5.935681709665360795e-02,-3.974602025468830513e-02,-1.180232525476063277e+00,-3.963554299370703471e-01,2.435986929674845425e-01,1.257273157138603104e-01
1.763057568249119282e+09,5.964162968693968031e-02,-4.014149602868377631e-02,-1.184168366593597810e+00,-3.966295422372096979e-01,2.433463269211277591e-01,1.254638473166598822e-01
1.763057568251158714e+09,5.814552936429189661e-02,-4.007724208420018058e-02,-1.184832729594548884e+00,-3.968528596625450766e-01,2.434541405898670019e-01,1.250292307351700549e-01
1.763057568253159285e+09,5.507604207284197417e-02,-4.369652470998850596e-02,-1.181353471974806002e+00,-3.975611163590708763e-01,2.439762062086553163e-01,1.247582799992555530e-01
1.763057568253159285e+09,5.507604207284197417e-02,-4.369652470998850596e-02,-1.181353471974806002e+00,-3.975611163590708763e-01,2.439762062086553163e-01,1.247582799992555530e-01
1.763057568255159616e+09,5.803622342101880799e-02,-3.682552925355645629e-02,-1.159968158741035094e+00,-3.950618531360930441e-01,2.436627946083919360e-01,1.243026152135125600e-01
1.763057568257129192e+09,7.566325905452035705e-02,1.247961724083904156e-02,-1.130636662518974322e+00,-3.846772355858996684e-01,2.412665849453776157e-01,1.235923761045747415e-01
1.763057568259128571e+09,9.668497026064988564e-02,6.616983757400075883e-02,-1.100894257659012165e+00,-3.739923717419392779e-01,2.385971127622034393e-01,1.231021139205224629e-01
1.763057568261147022e+09,1.261845317649279430e-01,8.776756188628367927e-02,-1.047130720098440104e+00,-3.681089998707217648e-01,2.348009573086263513e-01,1.229447584886533690e-01
1.763057568263192654e+09,1.738992070572872584e-01,1.065875126016043312e-01,-9.464768661633844449e-01,-3.610469175414307008e-01,2.280896132499772577e-01,1.225253627767216164e-01
1.763057568263192654e+09,1.738992070572872584e-01,1.065875126016043312e-01,-9.464768661633844449e-01,-3.610469175414307008e-01,2.280896132499772577e-01,1.225253627767216164e-01
1.763057568266127825e+09,2.468928797111891726e-01,7.464636705462655841e-02,-7.354791845167469866e-01,-3.604587855117931672e-01,2.173306783455862257e-01,1.219168531678900130e-01
1.763057568267168045e+09,2.734501209702518421e-01,5.917717963036847606e-02,-6.641968642455805538e-01,-3.613334038632351475e-01,2.131122875443872688e-01,1.218252706081354997e-01
1.763057568269120216e+09,3.167054616253260901e-01,9.452920027562436781e-03,-5.353169944933232616e-01,-3.672197087124469683e-01,2.055328934806483487e-01,1.219034177212402897e-01
1.763057568271102190e+09,3.366653685530374140e-01,-9.765476413945201051e-02,-4.532437821408403789e-01,-3.855104702786584236e-01,1.998883929532489778e-01,1.226792884560397173e-01
1.763057568273159504e+09,3.541683901385740407e-01,-2.371719451971589510e-01,-4.397032876858761319e-01,-4.114702186605890821e-01,1.929049822639012923e-01,1.240347016178677542e-01
1.763057568273159504e+09,3.541683901385740407e-01,-2.371719451971589510e-01,-4.397032876858761319e-01,-4.114702186605890821e-01,1.929049822639012923e-01,1.240347016178677542e-01
1.763057568276664019e+09,3.811595759372935488e-01,-2.958062208312641217e-01,-5.014635624631489375e-01,-4.228300878788919803e-01,1.809007376861406502e-01,1.253071062005350345e-01
