time,Fx,Fy,Fz,Tx,Ty,Tz
1.763057636267823696e+09,-1.089461153940375349e-01,-1.182662584977580561e-01,-1.324514328952929088e+00,-4.554545852844624765e-01,1.894808647411500846e-01,1.602470916112443688e-01
1.763057636268845558e+09,-1.089684668066956408e-01,-1.148109788272421994e-01,-1.328731684929255641e+00,-4.549054462483376193e-01,1.895947231163785107e-01,1.606156428528908719e-01
1.763057636268845558e+09,-1.089684668066956408e-01,-1.148109788272421994e-01,-1.328731684929255641e+00,-4.549054462483376193e-01,1.895947231163785107e-01,1.606156428528908719e-01
1.763057636270853996e+09,-1.123255191942351544e-01,-1.114981555682490744e-01,-1.335596994172627783e+00,-4.545893420444864774e-01,1.904286405703976282e-01,1.614691194562914989e-01
1.763057636272836924e+09,-1.110846978700022192e-01,-1.100267040730697754e-01,-1.335248692062493081e+00,-4.543057129090226076e-01,1.905855246213304655e-01,1.622884460901618253e-01
1.763057636274837494e+09,-1.131308005553065960e-01,-1.177968956386055560e-01,-1.325268198163447098e+00,-4.554694023421031468e-01,1.915047651091252301e-01,1.631546912388839310e-01
1.763057636276810884e+09,-1.143478434577634012e-01,-1.275224908634257082e-01,-1.300777041865413874e+00,-4.564911237589170390e-01,1.925050534983404893e-01,1.639018743367034459e-01
1.763057636278817892e+09,-1.033904967892312621e-01,-1.126248335272661688e-01,-1.265570502581071732e+00,-4.522438309657117461e-01,1.913266274530239230e-01,1.641676242827198595e-01
1.763057636279820204e+09,-9.240293538321357747e-02,-7.064252702730411393e-02,-1.258341228846346693e+00,-4.442979321889400923e-01,1.896817967604415289e-01,1.640185439756608188e-01
1.763057636281869650e+09,-6.063278245073983747e-02,4.048923129382877434e-02,-1.268320039019627421e+00,-4.245274877470199826e-01,1.842999956125545014e-01,1.636105869951780534e-01
1.763057636283864021e+09,-9.726826988013094130e-03,1.496895531984922534e-01,-1.263721961036528008e+00,-4.044931110738914648e-01,1.756339942625645689e-01,1.630349715999662163e-01
1.763057636283864021e+09,-9.726826988013094130e-03,1.496895531984922534e-01,-1.263721961036528008e+00,-4.044931110738914648e-01,1.756339942625645689e-01,1.630349715999662163e-01
1.763057636286863565e+09,1.016140063116947184e-01,2.276860718710971010e-01,-1.213105277066589771e+00,-3.885986807358476902e-01,1.566875106434511555e-01,1.627872194237978409e-01
1.763057636288860083e+09,1.584272097186323336e-01,2.072057314191988187e-01,-1.175953038573996468e+00,-3.910264078835011259e-01,1.465412549766980654e-01,1.635491285406087403e-01
1.763057636290814400e+09,1.817187548328065838e-01,1.678063836576442480e-01,-1.139273467340110368e+00,-3.979567841659957805e-01,1.421483142182669579e-01,1.650005932730003733e-01
1.763057636290814400e+09,1.817187548328065838e-01,1.678063836576442480e-01,-1.139273467340110368e+00,-3.979567841659957805e-01,1.421483142182669579e-01,1.650005932730003733e-01
1.763057636293831348e+09,1.924024737718307010e-01,8.482072860850581320e-02,-9.961735077051613318e-01,-4.110671128705218891e-01,1.405844221515938630e-01,1.673738439786050802e-01
1.763057636294837713e+09,2.035870138270376162e-01,6.202764941991495418e-02,-9.450693009785640086e-01,-4.144640689931844979e-01,1.384105437498598934e-01,1.681164975374788983e-01
1.763057636296823978e+09,2.262371036874098462e-01,4.458661843601009755e-02,-8.685148842603253039e-01,-4.170740942660582373e-01,1.330991337359584969e-01,1.695735278250569966e-01
1.763057636297840118e+09,2.331578605350470013e-01,4.922903365243044144e-02,-8.537768143682420430e-01,-4.166667081417270158e-01,1.305069276040312642e-01,1.703525333515755746e-01
1.763057636299823523e+09,2.313982134490749354e-01,5.949583582593607339e-02,-8.908680857408706188e-01,-4.170972335290017430e-01,1.262094522263331187e-01,1.721440865572116674e-01
1.763057636301857471e+09,2.056149016759833137e-01,6.260368556187592692e-02,-9.465466747499409195e-01,-4.186408992376906002e-01,1.254197259141802689e-01,1.739206480236293040e-01
1.763057636302879333e+09,1.815963946642405735e-01,5.833334355958919026e-02,-9.545228008230529637e-01,-4.197971649641896730e-01,1.272244166188002956e-01,1.747284265798606517e-01
1.763057636304868460e+09,1.299730903872771404e-01,3.682922639453275332e-02,-9.075040789916108963e-01,-4.217644000671111892e-01,1.323444254680958276e-01,1.758324605445014677e-01
1.763057636306908846e+09,5.224914147648047208e-02,-5.354432993578709873e-03,-8.443215631052876091e-01,-4.260464342372219937e-01,1.417107011782031689e-01,1.767197838054706815e-01
1.763057636308893919e+09,-3.466425858930617665e-02,-3.881875348464780551e-02,-8.277379993243294543e-01,-4.300816814270206900e-01,1.512935299859305138e-01,1.775103106778760098e-01
1.763057636308893919e+09,-3.466425858930617665e-02,-3.881875348464780551e-02,-8.277379993243294543e-01,-4.300816814270206900e-01,1.512935299859305138e-01,1.775103106778760098e-01
1.763057636310860395e+09,-1.007186168829775214e-01,-6.571438888520991783e-02,-8.873043429989444508e-01,-4.357929698767835092e-01,1.553014269818530357e-01,1.787710206149663583e-01
